id_lokasi,dmgratio_cr_mmi500,dmgratio_mcf_mmi500,dmgratio_mur_mmi500,dmgratio_lightwood_mmi500,dmgratio_cr_mmi250,dmgratio_mcf_mmi250,dmgratio_mur_mmi250,dmgratio_lightwood_mmi250,dmgratio_cr_mmi100,dmgratio_mcf_mmi100,dmgratio_mur_mmi100,dmgratio_lightwood_mmi100
20.0,1.0,1.0,0.00738985297746253,1.0,1.0,1.0,0.7438059177903172,1.0,1.0,1.0,0.9755454189545731,1.0
21.0,1.0,1.0,0.04711622601529364,1.0,1.0,1.0,0.722940789420766,1.0,1.0,1.0,0.9601214166991404,1.0
22.0,1.0,1.0,0.08375556446073551,1.0,1.0,1.0,0.7606915078363174,1.0,1.0,1.0,0.9752502202240746,1.0
23.0,1.0,1.0,0.09132327764481107,1.0,1.0,1.0,0.7720833808755079,1.0,1.0,1.0,0.9783909187223652,1.0
24.0,1.0,1.0,0.16800898160357447,1.0,1.0,1.0,0.8076260221524754,1.0,1.0,1.0,0.9857150707393394,1.0
25.0,1.0,1.0,0.265118696159369,1.0,1.0,1.0,0.7560022959016521,1.0,1.0,1.0,0.9548745700327123,1.0
26.0,1.0,1.0,0.2729453892843512,1.0,1.0,1.0,0.7690631950773873,1.0,1.0,1.0,0.9632048788599255,1.0
27.0,1.0,1.0,0.31407124960944843,1.0,1.0,1.0,0.7602700248951515,1.0,1.0,1.0,0.9499621724561623,1.0
28.0,1.0,1.0,0.3555753280289967,1.0,1.0,1.0,0.7995209017459988,1.0,1.0,1.0,0.9678173066318908,1.0
29.0,1.0,1.0,0.3599663612372421,1.0,1.0,1.0,0.8167953131006074,1.0,1.0,1.0,0.9763121199818965,1.0
30.0,1.0,1.0,0.3635193746793849,1.0,1.0,1.0,0.8789387559461956,1.0,0.9966712983128653,1.0,0.9899012579668477,1.0
31.0,1.0,1.0,0.36354299433366,1.0,1.0,1.0,0.8862198227566594,1.0,0.9946137477563398,1.0,0.9884452029180758,1.0
32.0,1.0,1.0,0.36617539347666594,1.0,1.0,1.0,0.7983453081761273,1.0,1.0,1.0,0.9656957766352186,1.0
33.0,1.0,1.0,0.3677930705482718,1.0,1.0,1.0,0.844205346619749,1.0,1.0,1.0,0.9894274307463099,1.0
34.0,1.0,1.0,0.36836262246777696,1.0,1.0,1.0,0.8106030306102778,1.0,1.0,1.0,0.9730183991859394,1.0
